Transaction ID,Invoice ID,Date,Customer,Supplier,Category,Country,Amount,Payment Method,Status,Employee,Department
Grant-Campos,2026-05-06,Germany,Travel,464175,Pending,Darrell Gonzalez,852.23,Credit Card,Bobby Thomas,TXN_02175,HR
801569,Matthew Williams,Software,2025-11-22,Damon Watson,Gordon-Green,TXN_02176,Cancelled,566.93,Credit Card,IT,Canada
Germany,801.9,Deborah Hansen,2025-02-01,Pending,203603,Office,"Mcgee, Brown and Roberts",TXN_02177,IT,Bank Transfer,Kenneth Coleman
352.38,Travel,958121,2025-04-18,TXN_02178,UK,Pending,Joseph Brady,Martinez-Fields,Timothy Wilson,Debit Card,HR
TXN_02179,Marketing,Software,Alicia Atkins,458.2,UK,921779,2024-08-09,Completed,Smith-Jones,Heidi Fuentes,PayPal
Martha Davis,740.7,685606,Travel,UK,"Anderson, Good and Miller",Completed,Valerie Davis,TXN_02180,2025-04-22,HR,PayPal
Software,UK,Christian Goodman,Pending,998258,Alan Porter MD,2025-11-08,IT,TXN_02181,Debit Card,Carroll LLC,351.8
TXN_02182,Travel,Larry Ball,206218,Joseph White,2025-11-06,Cancelled,USA,PayPal,HR,Gomez and Sons,639.45
Germany,Software,770538,2025-06-09,202.15,Pending,Shari Gonzalez,TXN_02183,Nicholas Gregory,IT,Bank Transfer,Byrd-Lee
TXN_02184,2025-06-23,Amanda Thompson,UK,Sales,David Rodriguez,Pending,754.77,945044,Office,Debit Card,Novak-Johnson
Software,Finance,Mark Mack,Mrs. Megan Brown,France,Stevens Group,Cancelled,TXN_02185,216895,310.53,PayPal,2025-09-18
695.64,2024-09-30,Sales,France,TXN_02186,Completed,Office,Lori Velez,286550,Debit Card,Tanner-Travis,Valerie Stevens
TXN_02187,Germany,Scott-Hernandez,Travel,2024-09-25,852.21,Cancelled,Ivan Allen,Debit Card,846235,IT,Kevin Martin
Germany,Lauren Arnold,133.03,Nicole Werner,Cantrell-Wiley,Completed,Office,658710,IT,2024-11-26,TXN_02188,Bank Transfer
323.84,TXN_02189,Travel,"James, Mitchell and Johnson",Sales,Pending,743217,2026-01-17,USA,David Wright,Debit Card,Edward Johnson
Jamie Murphy,357848,Travel,HR,Becker and Sons,Completed,Richard Smith,TXN_02190,PayPal,667.52,Canada,2026-05-09
2025-03-18,Marketing,Mercado Ltd,Travel,Taylor Moss,TXN_02191,335372,Pending,245.35,Debit Card,Meagan Obrien,Canada
Stevens and Sons,Software,Joel Sanchez,UK,2024-10-16,Edward Rodriguez,243.68,Cancelled,252438,Credit Card,TXN_02192,HR
Germany,Marketing,2025-08-18,978634,556.32,Bradley Hill,"Hernandez, Brown and Turner",Pending,Office,TXN_02193,Debit Card,Sean Sherman
TXN_02194,989092,Travel,2024-12-16,France,399.62,Rodney Fox,Cancelled,"Miller, Rose and Rodriguez",IT,Bank Transfer,Amanda Thomas
UK,431.31,Cruz-Curtis,TXN_02195,Wendy Cooper,841076,2025-02-24,Office,Completed,Samantha Sandoval,IT,PayPal
Marketing,Burgess-Morgan,2024-08-15,Pending,Scott Vaughn,Sharon Hendricks,Office,TXN_02196,USA,666618,Debit Card,958.09
128.76,2026-02-26,Travel,Mr. Luis Stokes,France,Cancelled,IT,"Obrien, King and Beck",934202,Bank Transfer,Mark Stuart,TXN_02197
2025-07-30,Travel,209898,Elizabeth Russo,"Bowen, Powell and Wright",Pending,720.11,Joshua Clarke,TXN_02198,IT,Debit Card,Canada
Germany,Software,Robinson Group,702154,618.81,Cancelled,Laura Valdez,Kevin Watkins,2024-12-15,TXN_02199,Bank Transfer,HR
Matthew Roberts,Software,Credit Card,2025-11-09,559.96,Bell-Chase,Pending,167798,TXN_02200,USA,HR,Michael Lopez
Software,Ricky Vasquez,840618,682.01,TXN_02201,Cancelled,2026-03-18,Larry Wright,Credit Card,USA,IT,"Cohen, Mclean and Thompson"
Marketing,Velasquez-Bentley,Justin Stephenson,713.61,Pending,TXN_02202,697429,Office,2024-12-15,USA,Bank Transfer,Tracey Brooks
Germany,Marketing,Software,515494,Roberts-Hall,2025-09-20,Pending,TXN_02203,309.83,Kenneth Carter,Mary Bryant,PayPal
"Oneill, Love and Anderson",697538,Germany,Angela Smith,Finance,Travel,Clifford Smith,144.23,Completed,2026-05-18,PayPal,TXN_02204
TXN_02205,2024-11-17,Travel,UK,587.45,Sales,White Group,Molly Serrano,Cancelled,Juan Olson,Credit Card,155544
Marketing,732.56,Mark Nicholson,2025-08-10,655506,TXN_02206,Cancelled,Office,Debit Card,Hardin PLC,Canada,Robin Reyes
Adams and Sons,Software,649.41,Sales,Tammy Mitchell,976336,TXN_02207,Daniel Hines,Cancelled,2025-11-13,USA,Bank Transfer
447907,TXN_02208,Software,Anthony Jordan,Pending,Hughes Group,2024-09-17,946.15,USA,Rebecca Warner,Bank Transfer,HR
830244,Chris King,Brittany Kemp,Landry-Quinn,TXN_02209,847.27,Completed,Office,IT,Debit Card,Canada,2025-02-14
Germany,2025-03-18,Software,Marketing,Hawkins PLC,Antonio Whitaker,Laura Leonard,TXN_02210,879.06,Completed,472409,Bank Transfer
226.64,2026-03-13,373159,Credit Card,Gail Torres,Pending,Vincent Lowe,Office,"Wells, Wallace and Mclaughlin",HR,Canada,TXN_02211
257.77,Software,TXN_02212,Credit Card,Nicholas Hunter,Sales,France,888335,Cancelled,Chen-Saunders,2024-09-01,Catherine Barnett
2025-12-12,815873,TXN_02213,168.51,Vanessa Hall,Completed,Office,IT,Credit Card,USA,Melissa Yang,"Thompson, James and Wright"
800.04,Marketing,Williams Ltd,TXN_02214,Jennifer Wang,Joshua Fernandez,503443,Completed,Office,2025-01-02,USA,PayPal
Jeffery Lane,Singleton-Morris,297637,Travel,Sales,TXN_02215,France,Pending,498.2,Debit Card,2026-03-17,Ebony White
Marketing,Software,Steven Hutchinson,France,816367,Pending,Lauren Chaney,374.17,Simmons-Moore,2026-02-07,TXN_02216,Debit Card
Germany,Software,631972,2025-03-27,Sales,TXN_02217,John Garrett,Anthony Perkins,"Ruiz, Scott and Green",Cancelled,Credit Card,30.34
Miller-Ponce,Michael Mcknight,Finance,2024-07-20,UK,107.77,946415,TXN_02218,Cancelled,Office,Sydney Blake,Debit Card
Germany,193.16,Software,TXN_02219,2026-01-31,Amy Lewis,Cancelled,IT,Debit Card,Lisa Robbins,Moore-Peters,275516
2024-10-28,Finance,Travel,"Miller, Clay and Thomas",France,576752,TXN_02220,James Wilson,Completed,Carla Elliott,Bank Transfer,831.77
Marketing,168643,Lisa Suarez,365.69,TXN_02221,Pending,Office,2025-06-02,Samantha Parker,Debit Card,Canada,Ortega-Hogan
2025-06-24,358.32,Finance,Walker PLC,Tommy Gilbert,TXN_02222,932625,Cancelled,Office,Madison James,USA,Bank Transfer
Anthony Le,Finance,2024-10-07,Travel,Jaime Estrada,"Campbell, Jackson and Nash",Cancelled,663.51,USA,203578,PayPal,TXN_02223
Kyle Roth MD,Travel,521.67,"Rios, Sullivan and Callahan",703022,France,Pending,Matthew Lutz,TXN_02224,Debit Card,2024-08-11,IT
TXN_02225,292.96,242056,2024-11-24,Pending,"Smith, Larson and Romero",Office,David Jones,HR,Bank Transfer,Canada,Alexis Dickerson
TXN_02226,Germany,Gregory Robinson,Software,Finance,Credit Card,"Clarke, Garcia and Keith",Pending,2024-10-09,23.83,495383,Jessica Brown
Germany,607620,Andrew Harris,Travel,Sales,Miller-Lowe,TXN_02227,305.9,Cancelled,Michael Baldwin,2025-11-05,PayPal
Software,TXN_02228,Canada,Cory Harper,Finance,2024-11-04,946.78,Cancelled,653176,"Rodriguez, Gonzales and Davis",PayPal,Ebony Hunter
669153,TXN_02229,Software,739.26,Stephanie Whitaker,Credit Card,UK,Rodney Jones,2025-10-24,Completed,Cunningham-Keller,IT
TXN_02230,2026-05-24,Software,964.19,UK,Kristen Price,503598,Cancelled,Lisa Bennett,Credit Card,"Stanley, Thomas and Davis",HR
Jennifer Hart,Travel,2025-11-14,Sales,France,874415,849.22,Cancelled,TXN_02231,Young Ltd,Raymond Powell,PayPal
Germany,Software,Wanda Schaefer,324912,Cancelled,Nicole Velez,TXN_02232,949.96,Debit Card,2024-09-29,IT,"Martin, Santos and Blackburn"
2024-10-31,TXN_02233,Erika Thompson,Jessica Scott,Travel,495.28,Completed,Credit Card,HR,176507,Canada,Bruce LLC
316037,Travel,924.31,Credit Card,Luis Villegas,2026-04-19,Completed,IT,Joseph Thomas,USA,TXN_02234,Mitchell Group
Marketing,Andrew Fisher,Jackson-Schmidt,371.78,Completed,2025-08-05,TXN_02235,Office,Crystal Anderson,285658,Bank Transfer,Canada
2026-04-01,Finance,248551,Travel,Eric Conway,Summers-Lewis,621.76,Becky Phillips,TXN_02236,Pending,Canada,PayPal
Travel,TXN_02237,UK,204.88,Sales,Pending,Cheryl Jensen,PayPal,Chan-Combs,844669,2026-03-23,Linda Allen
Chelsea Rice,Allen Group,Germany,Kristi Alexander,Pending,Office,278.09,Debit Card,536089,TXN_02238,IT,2025-08-26
TXN_02239,Diane Mitchell,729281,Software,2025-06-08,Germany,Christopher Keller,Marketing,41.8,Completed,Bank Transfer,Acosta Inc
Marketing,Travel,Tammy Miller,TXN_02240,2025-12-13,115.28,Completed,Walker-Jordan,USA,Melissa Morales MD,Bank Transfer,173950
Carly Doyle,Timothy Kaufman,663022,943.5,TXN_02241,2025-04-19,Cancelled,Ramos-Jordan,Office,HR,Canada,PayPal
TXN_02242,Travel,UK,Sales,Christine Benitez,Steven Ferguson,398641,Completed,Woods-Miller,284.7,2024-11-23,PayPal
Jacobs Ltd,Marketing,Software,514089,554.75,2026-05-28,Jeff Flowers,Completed,Carrie Bush,USA,Bank Transfer,TXN_02243
Germany,TXN_02244,Software,643398,Sales,2026-01-14,Colin Garrett,Completed,Credit Card,"Long, Coleman and Parker",Daniel Christian,478.82
2026-02-15,Gerald Lewis,83.61,Completed,Office,Brian Gates,Credit Card,"Jordan, Hernandez and Garcia",HR,TXN_02245,Canada,973563
Germany,738.35,Christine Carroll,Robert Mckinney,Sales,TXN_02246,Cancelled,Office,745210,Bank Transfer,Wright LLC,2024-10-18
768.55,795076,Patricia Rocha,Finance,Travel,2024-09-23,Berg Group,Completed,TXN_02247,Canada,PayPal,Travis Casey
TXN_02248,Software,Jason Evans,2025-08-23,Tracy Curtis,UK,Christian-Pacheco,Completed,114901,IT,859.49,PayPal
TXN_02249,Software,Finance,391.31,2026-06-14,Morgan-Gutierrez,Carolyn Mendez,Pending,USA,Sara Rhodes,Debit Card,584479
Software,"Stewart, Gonzalez and Clay",Brian Davis,TXN_02250,2024-08-18,627.21,166741,Cancelled,HR,Cheryl Martin,Canada,PayPal
"House, Schmidt and Wells",Marketing,TXN_02251,2024-09-23,126539,843.42,Cancelled,Office,Ricardo Fowler,USA,Karen Solomon,PayPal
Dr. James Mueller,Nicole Sloan DDS,Finance,Travel,Credit Card,2025-04-23,TXN_02252,UK,Vasquez-Mclaughlin,Pending,250327,56.71
660226,TXN_02253,Jennifer May,Software,2026-05-25,Sales,France,Pending,720.48,"Brown, Mccormick and Roberts",PayPal,Cynthia Smith
Software,Tyler Perez,2025-10-03,5.9,Ann Santana,"Hall, Alvarado and White",Sales,TXN_02254,Cancelled,Credit Card,250456,Canada
Sales,France,Jones Ltd,2025-10-07,953232,Cancelled,John Gray,Office,119.64,TXN_02255,Debit Card,Theresa Smith
2024-10-14,Travel,Andrew Conley,691018,"Thomas, Barron and Webb",Jenna Aguilar,19.79,Cancelled,USA,Bank Transfer,HR,TXN_02256
386.77,Travel,2024-12-14,Johnson-Wallace,France,Dustin Baker,TXN_02257,Cancelled,Elizabeth Lawson,Debit Card,HR,396189
Price-Simmons,Marketing,UK,Pending,Christopher Taylor,980.13,Office,2024-08-03,Bank Transfer,Mark Molina,742366,TXN_02258
John Morgan,223.84,Marketing,Travel,Andrew Williams,2024-11-27,UK,Cancelled,"Deleon, Gonzalez and Kirk",TXN_02259,PayPal,576287
"Nelson, Fox and Thompson",2024-08-20,Stephanie Hill,TXN_02260,Anthony Clark,Pending,368.08,IT,Office,Credit Card,507321,Canada
250977,Leslie Stout,Software,Germany,Marketing,Gary Lewis,Pending,Newman-Cervantes,TXN_02261,2025-03-14,Debit Card,410.37
Travel,TXN_02262,UK,Pending,2026-06-26,980945,Key-Lawrence,208.1,Dr. Rachael Franklin,Bank Transfer,HR,Sherri Lee
Germany,Joanna Cantu,Travel,2026-06-20,582954,Pending,TXN_02263,Charles Horton,Castro Group,443.89,IT,Bank Transfer
Germany,454210,Marketing,David Young,133.11,"King, Jackson and Washington",2025-09-14,Amanda Mclean,Completed,Office,TXN_02264,Debit Card
194.6,Software,847204,Finance,Kimberly Walters,Gilbert Group,France,Pending,TXN_02265,2024-10-24,Christian Carroll,PayPal
TXN_02266,Marketing,644.0,Johnson PLC,UK,Pending,Caroline Lawrence,Office,Sean Clark DDS,Debit Card,2024-07-03,901087
Gibson Ltd,Software,652.24,France,593074,Cancelled,Marcus Roman,PayPal,Charles Le,HR,2025-01-22,TXN_02267
Software,Alyssa Fitzpatrick,2025-02-02,TXN_02268,153357,337.68,Cancelled,Stephanie Clark,Moore LLC,Debit Card,HR,Canada
Marketing,2026-01-11,Molly Proctor,"Hudson, Blanchard and Kim",642638,943.2,Cancelled,Julia Santiago,TXN_02269,Office,Credit Card,Canada
Travel,2025-02-01,504719,273.32,"Foster, Stafford and Hicks",Cancelled,Philip Gordon,Michael Buck,TXN_02270,Debit Card,HR,Canada
Marketing,Software,Andrew Jones,TXN_02271,2025-05-31,411.29,Completed,Baldwin-Jenkins,703003,Canada,Bank Transfer,John Reyes
2025-09-01,610.36,Credit Card,UK,Sarah Smith,Sales,899665,Cancelled,Office,TXN_02272,Rodriguez Ltd,William Schwartz
2026-01-21,Ethan Mason,Software,925189,Jessica Thompson,Sales,Pending,Lopez Ltd,TXN_02273,21.47,Credit Card,USA
428512,Rita Hall,743.58,TXN_02274,Sales,Pending,Daniel Powell,Office,"Gonzalez, Price and Miles",Debit Card,Canada,2025-03-04
Elizabeth Ruiz,583.45,Travel,UK,Pending,Jacobson PLC,2026-02-02,Bank Transfer,IT,480570,Joseph Adams,TXN_02275
Marketing,Software,Garcia Inc,UK,Jennifer Campbell,303.24,TXN_02276,Completed,837781,Debit Card,Debra Hines,2026-05-09
Wood Inc,Software,TXN_02277,Jessica Weber,Timothy Hayes,Finance,France,910.23,Completed,535353,Bank Transfer,2025-08-26
Germany,Marketing,Travel,679150,2025-07-31,Cancelled,TXN_02278,Erin Austin,PayPal,Williamson Ltd,699.86,Karen Crawford
Marketing,2025-04-29,Travel,Credit Card,909.18,218867,Completed,Amy Perez,TXN_02279,"Moss, Gregory and May",Canada,Steve Bailey
Maria Grimes,Germany,TXN_02280,"Thompson, Berger and Chan",2026-02-28,Cancelled,IT,Office,Credit Card,Taylor Thomas,476.88,499454
Tyler Mendoza,Brittany Williams,Finance,Travel,Credit Card,France,Pending,562355,181.83,Lee LLC,2024-08-03,TXN_02281
Murphy and Sons,Angela Parsons,Marketing,TXN_02282,Christopher Clay,460530,Completed,Office,886.49,Credit Card,USA,2025-10-06
Germany,Jeremy Vazquez,Marketing,754344,TXN_02283,Mcdonald-Sanchez,2024-10-10,916.76,Office,Cancelled,Credit Card,Crystal Mercer
Eric Li,765030,711.41,Finance,Megan Kelley,UK,Holland Ltd,Pending,2025-07-03,Office,TXN_02284,Credit Card
938145,Curtis Clark,Paige Gilbert,621.86,2025-11-15,Completed,Office,Brown-Henderson,USA,TXN_02285,IT,Bank Transfer
513.42,2026-01-05,TXN_02286,Heather Perry,Pending,Melanie Johnson,Office,IT,Credit Card,Parsons-Thomas,992603,Canada
2025-05-09,Kristina House,700.51,Software,TXN_02287,Pedro Villarreal,274988,Pending,HR,Canada,PayPal,Johnson LLC
Software,UK,Sales,750.0,2025-06-25,Cancelled,TXN_02288,453913,Blair-Mendoza,Corey Rogers,Bank Transfer,Daniel Obrien
Catherine Johnson,449090,130.65,Finance,2026-06-08,Travel,"Howell, Bailey and Tapia",Glenn Mayo,Cancelled,Credit Card,USA,TXN_02289
2024-09-02,Dickerson Ltd,Germany,199.64,Julie Jones,Pending,120145,Laura Strickland,Office,Bank Transfer,HR,TXN_02290
137731,Finance,Travel,UK,Anthony Palmer,Pending,"Collins, Melton and Wise",TXN_02291,696.86,PayPal,Bonnie Rojas,2025-01-22
Germany,707.28,Rebekah Martinez,Pending,William Mcgrath,Rodriguez-Smith,995092,Office,IT,Debit Card,TXN_02292,2024-10-30
Germany,Software,Mrs. Crystal Chavez DDS,TXN_02293,Christine Chavez,Sales,679215,Pending,Fuller Group,2024-07-17,Credit Card,281.64
Marketing,Christopher Hensley,Travel,UK,TXN_02294,2025-07-28,Completed,Credit Card,944601,Mcdowell-Robinson,Kathy Phillips,861.48
Marketing,Software,74.41,Charles-Wallace,945389,2025-09-27,TXN_02295,James Garcia,Ashley Thompson,Completed,Canada,PayPal
Software,Matthew Chavez,TXN_02296,699689,"Durham, Daniels and Mendez",Credit Card,Sales,Natalie Riddle,Cancelled,2025-07-12,USA,863.69
2025-05-13,70.38,Susan Wolfe,Brown Ltd,France,Cancelled,Office,872279,TXN_02297,James Obrien,Bank Transfer,IT
Marketing,612.57,Travel,Amber Coleman,2024-11-10,Cancelled,Credit Card,TXN_02298,USA,"Hunter, Flynn and Jones",924318,Amber Williams
185.57,TXN_02299,Charles Torres,Travel,Johnson Inc,2025-06-11,Edwin Valentine,Completed,Credit Card,USA,HR,309213
Dawson Ltd,Travel,Credit Card,John Davis,Pending,Linda Stevens,210.22,TXN_02300,2025-01-18,IT,Canada,930045
2025-08-28,HR,Travel,476.04,Justin Garcia,Cancelled,"Morton, Lopez and Thompson",Laurie Jones,755833,TXN_02301,Canada,Debit Card
Marketing,Travel,Credit Card,Daniel Wilkins,Pending,Veronica Martinez,"Wells, Perry and Harper",734868,469.21,2025-06-29,TXN_02302,Canada
Marketing,2024-08-04,Software,"Harrison, Hill and Compton",175.85,632240,Pending,USA,TXN_02303,Christy Parker,Debit Card,Ruth Guzman
Marketing,668326,Travel,2026-05-30,TXN_02304,Completed,Credit Card,James Williams,Katherine Parsons,699.97,Canada,Thompson-Watkins
162.42,Robert Bridges,"Randall, Tapia and Chang",989838,TXN_02305,2024-07-06,Cancelled,Robin Watkins,Office,HR,Canada,PayPal
631265,Marketing,Amy Gentry,Travel,218.26,Wallace-Cortez,2025-02-08,UK,TXN_02306,Pending,Caleb Jones,PayPal
656322,Software,Booth PLC,Elizabeth Sanders,UK,Sales,2024-12-20,TXN_02307,Completed,John Young,281.45,Debit Card
"Wright, Ellis and Randolph",TXN_02308,2025-06-23,902.69,165832,UK,Raymond Brown,Cancelled,Office,Credit Card,HR,Joan Mcdonald
Germany,Amber Kennedy,Finance,Travel,TXN_02309,12.0,Pending,2024-10-26,Credit Card,Torres LLC,183835,Thomas Pierce
2024-07-14,678.2,Austin Rowe,Credit Card,France,"Johnson, Mccoy and Moore",Cancelled,TXN_02310,Office,Michael Archer,908856,IT
Germany,TXN_02311,Karen Schultz,2025-07-07,862470,358.11,Pending,"Andrade, Smith and Farley",Juan Golden,Office,Bank Transfer,HR
545.92,2025-04-15,Finance,UK,414831,Nathan Rivera,Justin Roy,Fowler-Gomez,Office,Completed,Debit Card,TXN_02312
Software,Rita Guerra,HR,409.73,UK,Pending,2026-06-26,Patricia Riley,278837,TXN_02313,Bank Transfer,Meyer-Fox
586144,Germany,Jared Miller,TXN_02314,Sales,Pending,Cassandra Alvarez,Office,2026-05-18,152.68,Bank Transfer,Figueroa LLC
TXN_02315,Germany,2024-07-11,Teresa Young,Johnny Smith,989.76,Pending,Office,Debit Card,IT,246205,Bullock-Miller
114627,Williams-Larson,John Turner,Sales,2025-06-11,TXN_02316,Completed,Office,151.04,Debit Card,Gloria Atkinson,Canada
117185,Germany,"Lewis, Gordon and Sawyer",2025-03-17,Sales,TXN_02317,Dr. Patrick Warren,Completed,Office,149.9,Kathryn Reynolds,PayPal
Marketing,TXN_02318,621480,Alexis Taylor,303.52,Completed,Office,Murphy Group,2025-12-19,Canada,PayPal,Bradley Perez
2025-01-01,Germany,Travel,TXN_02319,Sales,Pending,432.86,Watkins-Arroyo,610168,Debit Card,Dana Edwards,Joshua Woods
Software,470534,TXN_02320,Jessica Grant,2025-07-04,Cancelled,Campbell-Cox,Tracy Roth,952.95,USA,Bank Transfer,IT
Software,TXN_02321,2025-03-28,Peck LLC,Jeffrey Sutton,France,943.34,Pending,Shannon Ferguson,Debit Card,HR,248350
Canada,Finance,Paul Medina,2024-08-21,TXN_02322,Jared Johnson,338.58,Cancelled,Office,PayPal,James-Norton,113597
TXN_02323,599.12,"Wells, Becker and Mayer",Travel,549836,Pending,2026-01-12,Martin Boone,USA,IT,PayPal,Oscar Flores
Canada,TXN_02324,Travel,Sales,Curtis Williams,369.57,William Burke,Completed,2025-02-10,946331,"Liu, Wells and Hanson",Bank Transfer
2025-10-10,TXN_02325,Germany,Marketing,Michelle Anderson,Roberto Harris,Costa LLC,Office,246.11,Cancelled,568795,PayPal
Germany,427718,Travel,Cathy Bishop,Leach Ltd,TXN_02326,786.81,Cancelled,Michael Wagner,IT,2025-12-07,PayPal
TXN_02327,Software,965.47,Finance,Cancelled,James Frank,Moore LLC,Juan Lee,Debit Card,832251,Canada,2026-03-23
Software,Canada,488.59,738988,Kimberly Finley,TXN_02328,Completed,IT,Richard Irwin,Baldwin Ltd,Bank Transfer,2026-01-23
2026-04-03,Germany,Software,635780,John Harper,Finance,750.19,Mrs. Kellie Sharp DDS,TXN_02329,Completed,Wolf Ltd,PayPal
614788,900.43,Ellis and Sons,France,Justin Vazquez,2024-12-11,Completed,Office,Jennifer Wilcox,HR,PayPal,TXN_02330
Compton LLC,TXN_02331,Software,711.91,Betty Cameron,UK,2024-11-08,508500,Completed,HR,PayPal,Mary Vazquez
Marketing,358563,Software,Megan Cortez,327.21,Cancelled,TXN_02332,USA,Smith-Bass,2024-11-29,Bank Transfer,Anita Carroll
Michael Elliott,484.7,Finance,Rodriguez-Norris,UK,TXN_02333,Cancelled,Office,921752,PayPal,Janet King,2025-05-23
Nancy Goodman,TXN_02334,Travel,Sales,Pending,309776,2024-11-03,Brandon Burke,Credit Card,Parker Group,Canada,957.73
2024-07-25,"Rose, Garcia and Scott",Software,TXN_02335,France,Completed,871222,Jennifer Malone,Christopher Hamilton,HR,PayPal,798.85
Roberts Inc,Travel,298.18,Brian Silva,Lisa Johnston,2025-04-02,543538,Completed,USA,TXN_02336,IT,Debit Card
Germany,Software,"Horton, Miller and Hardin",78.71,126511,TXN_02337,Deborah Vazquez,Completed,Bank Transfer,HR,Eric Reese,2026-01-19
Travis Carlson,756293,"Miranda, Werner and Baker",Craig Duke,Sales,2025-11-24,France,Pending,TXN_02338,Office,Bank Transfer,156.98
Marketing,197.78,UK,Hartman-Robertson,Pending,Office,Melissa Becker,386840,Heidi Kaiser,Bank Transfer,2025-01-24,TXN_02339
TXN_02340,Software,Caroline Jennings,Morgan Bowman,UK,2024-12-22,Completed,IT,Credit Card,714969,956.11,Vasquez-Briggs
TXN_02341,UK,Sales,141.75,James Morris,"Lee, White and Miller",Cancelled,2025-05-30,Office,679417,Bank Transfer,Aaron Roberts
2026-04-03,Michael Thomas,UK,395.54,Sales,TXN_02342,759439,Julie Taylor,Cancelled,Evans-Cox,Office,PayPal
774885,Kenneth Hernandez,UK,TXN_02343,Sales,Cancelled,Office,565.62,Credit Card,2025-05-11,Dylan Hill,Rodriguez-Johnson
Marketing,2024-08-20,Hill-Moore,Helen Burnett,Travel,496.68,Thomas Fox,Completed,Credit Card,TXN_02344,Canada,857886
Robert Martinez,Travel,Cody Lynch,940.12,2025-12-06,207220,Completed,IT,TXN_02345,Debit Card,Canada,"Kemp, Hahn and Compton"
2025-05-09,Santos Ltd,Pending,William Thomas,John Kerr,Office,Credit Card,USA,474426,HR,TXN_02346,412.64
416.35,Marketing,Software,Amy Cortez,671590,France,TXN_02347,Cancelled,Jessica Riley,Bank Transfer,2025-04-08,Dean-Watson
448.5,674721,Marketing,Software,Katie White,TXN_02348,Credit Card,Pending,Kristin Bennett,2025-06-10,Ward-Crosby,Canada
